tile_id,category,lon,lat,epsg,x0,y0,x1,y1,smod_code,crop_frac,built_frac,open_frac,water_frac
32644_117_1402,open_land,78.88120120685839,32.44341839704922,32644,299520,3589120,302080,3591680,11,0,0,0.7198,0.0142
32644_101_1467,open_land,78.39870648377136,33.931939654384465,32644,258560,3755520,261120,3758080,11,0,0,0.8236,0
32643_273_1498,open_land,77.19785336139813,34.65372748759563,32643,698880,3834880,701440,3837440,11,0,0,0.8227,0.0018
32643_266_1092,open_land,76.8110336376862,25.278703048199482,32643,680960,2795520,683520,2798080,11,0.0921,0,0.8981,0
32643_283_442,open_land,77.05354095191214,10.231549355027056,32643,724480,1131520,727040,1134080,11,0.0038,0,0.7179,0
32644_93_1448,open_land,78.19358185397662,33.47224607538281,32644,238080,3706880,240640,3709440,11,0,0,0.9986,0
32643_245_1476,open_land,76.38085668399714,34.14910030572426,32643,627200,3778560,629760,3781120,11,0,0,0.7498,0.0036
32644_106_1483,open_land,78.52501470256348,34.30558623575964,32644,271360,3796480,273920,3799040,11,0,0,0.9637,0.0022
32643_248_1426,open_land,76.46654765865549,32.98752874891833,32643,634880,3650560,637440,3653120,11,0,0,0.7458,0.0026
32643_251_1486,open_land,76.57634639099084,34.37517077936962,32643,642560,3804160,645120,3806720,11,0,0,0.9996,0
32643_274_1439,open_land,77.17266227289778,33.28170048519817,32643,701440,3683840,704000,3686400,11,0,0,0.9778,0.0136
32642_270_1009,open_land,70.875762008465,23.359744065395972,32642,691200,2583040,693760,2585600,11,0.0741,0,0.8769,0
32644_107_1381,open_land,78.6276102455921,31.95219476847264,32644,273920,3535360,276480,3537920,11,0,0,1,0
32643_95_1223,open_land,72.3957991805742,28.28534495070108,32643,243200,3130880,245760,3133440,11,0.115,0.004,0.866,0
32643_175_1450,open_land,74.45046621965716,33.55024203685879,32643,448000,3712000,450560,3714560,11,0,0,0.8641,0
32642_237_1163,open_land,70.08927189717117,26.913400373948704,32642,606720,2977280,609280,2979840,11,0,0,1,0
32643_259_1451,open_land,76.77250396086463,33.56757807561438,32643,663040,3714560,665600,3717120,11,0.0012,0.0018,0.9934,0.0036
32642_210_1036,open_land,69.38048943008839,23.995387015530405,32642,537600,2652160,540160,2654720,11,0,0,0.9854,0.0111
32644_125_1021,open_land,79.24691159074752,23.635602636855314,32644,320000,2613760,322560,2616320,11,0.0156,0,0.7445,0
32642_274_1026,open_land,70.9967026687818,23.752700168712774,32642,701440,2626560,704000,2629120,11,0,0,0.9991,0
32643_104_1235,open_land,72.62674831432628,28.57412357601548,32643,266240,3161600,268800,3164160,11,0.0231,0,0.9649,0
32642_235_1156,open_land,70.03411513784232,26.76980323875322,32642,601600,2959360,604160,2961920,11,0,0,0.9999,0
32642_266_1183,open_land,70.847139674182,27.369994616304442,32642,680960,3028480,683520,3031040,11,0.0999,0.0045,0.7848,0.0045
32643_273_501,open_land,76.83844707132812,11.599823024274844,32643,698880,1282560,701440,1285120,11,0,0,0.9015,0
32643_251_1498,open_land,76.5721782233983,34.66243804930071,32643,642560,3834880,645120,3837440,11,0,0,0.9264,0.0004
32643_265_1486,open_land,76.96345282670448,34.38387037761726,32643,678400,3804160,680960,3806720,11,0,0,0.9998,0.0002
32643_218_1486,open_land,75.65331495480206,34.39257031637883,32643,558080,3804160,560640,3806720,11,0,0,0.8298,0.0187
